iTOW,version,posCovValid,velCovValid,reserved0,posCovNN,posCovNE,posCovND,posCovEE,posCovED,posCovDD,velCovNN,velCovNE,velCovND,velCovEE,velCovED,velCovDD
93991000,0,1,1,1171368248954360692736,1.1458399295806885,-0.3148626685142517,1.4850839376449585,1.6573867797851562,-1.067201852798462,6.971643447875977,0.008871898986399174,0.001801393344067037,0.0036234031431376934,0.017350859940052032,0.006549660582095385,0.046319764107465744
93992000,0,1,1,1171368248954360692736,1.1059376001358032,-0.27583837509155273,1.394244909286499,1.5528498888015747,-0.9787613153457642,6.604881763458252,0.008420992642641068,0.0026298777665942907,0.003982095047831535,0.012004489079117775,0.0064209578558802605,0.040210604667663574
93993000,0,1,1,1171368248954360692736,1.0660715103149414,-0.2392745018005371,1.3305132389068604,1.474996566772461,-0.8952008485794067,6.308999061584473,0.008394014090299606,0.002099543809890747,0.004791827406734228,0.0131140798330307,0.0046256063506007195,0.04032135754823685
93994000,0,1,1,1171368248954360692736,1.0338044166564941,-0.20981428027153015,1.293400764465332,1.4236868619918823,-0.7912693023681641,6.108994960784912,0.010211125947535038,0.002564402297139168,0.006286561023443937,0.014931989833712578,0.006406174041330814,0.044809840619564056
93995000,0,1,1,1171368248954360692736,0.9929087162017822,-0.17376208305358887,1.2222055196762085,1.3308992385864258,-0.6824197769165039,5.789236545562744,0.007422205526381731,0.0009845197200775146,0.005946221295744181,0.01228382345288992,0.0060850344598293304,0.03606284409761429
93996000,0,1,1,1171368248954360692736,0.9284546971321106,-0.14247429370880127,1.1280239820480347,1.226670265197754,-0.6138496994972229,5.460266590118408,0.0073201898485422134,0.001998007297515869,0.005327181424945593,0.011448569595813751,0.00684213126078248,0.04046519845724106
93997000,0,1,1,1171368248954360692736,0.8709884881973267,-0.12144443392753601,1.045123815536499,1.113517165184021,-0.5436233878135681,5.064922332763672,0.007198449224233627,0.0008603751193732023,0.0054548089392483234,0.011022902093827724,0.006518932059407234,0.039103489369153976
93998000,0,1,1,1171368248954360692736,0.8057237863540649,-0.11340366303920746,0.9674040079116821,1.0101816654205322,-0.4435318112373352,4.774564743041992,0.005794111173599958,0.0018955031409859657,0.0039258673787117004,0.010292346589267254,0.0075819119811058044,0.03472188487648964
93999000,0,1,1,1171368248954360692736,0.7440957427024841,-0.10032440721988678,0.8798884749412537,0.9349052906036377,-0.37979891896247864,4.4544243812561035,0.006906893569976091,0.0018447564216330647,0.004101383034139872,0.013403818011283875,0.00693745631724596,0.04387177154421806
94000000,0,1,1,1171368248954360692736,0.7131038904190063,-0.08064837008714676,0.8253003358840942,0.9090777635574341,-0.32126444578170776,4.319098472595215,0.008915770798921585,0.0027970403898507357,0.005239502061158419,0.01502301637083292,0.005804124753922224,0.04936710372567177
94001000,0,1,1,1171368248954360692736,0.6603327989578247,-0.072603240609169,0.7538673877716064,0.8528988361358643,-0.3085000216960907,4.0405073165893555,0.008499759249389172,0.0022835517302155495,0.005860587116330862,0.012172597460448742,0.006318860221654177,0.041054755449295044
94002000,0,1,1,1171368248954360692736,0.6065070033073425,-0.0636940598487854,0.6858528256416321,0.8021580576896667,-0.2809964418411255,3.7605347633361816,0.007008193992078304,0.0018575098365545273,0.005585355684161186,0.010751299560070038,0.007076534442603588,0.037319645285606384
